Black Body Radiation Experiment Tue, Oct 30, 2018 3:27 PM
Sensor Position (Degrees)	Light Intensity (Volts)
54.21420	0.35487
54.29698	0.35631
54.36942	0.35100
54.45221	0.33459
54.52465	0.34569
54.60743	0.33442
54.70056	0.35261
54.79370	0.33941
54.86614	0.34939
54.93857	0.36066
55.01101	0.33523
55.07310	0.34811
55.13519	0.35873
55.18693	0.35293
55.24902	0.35760
55.30076	0.37563
55.33180	0.36356
55.38355	0.35825
55.42494	0.34778
55.46633	0.34843
55.49738	0.34875
55.53877	0.35310
55.58016	0.35342
55.62155	0.35133
55.66295	0.37531
55.70434	0.36098
55.75608	0.35004
55.79747	0.35342
55.84921	0.35728
55.91130	0.34617
55.97339	0.36211
56.03548	0.36871
56.09757	0.37193
56.17001	0.36935
56.23210	0.38126
56.30453	0.36935
56.38732	0.37289
56.47011	0.37837
56.56324	0.36259
56.64603	0.36002
56.74951	0.36066
56.85299	0.36629
56.95647	0.35229
57.05995	0.37000
57.16344	0.37112
57.26692	0.36935
57.34970	0.37273
57.46353	0.38609
57.57736	0.36388
57.70154	0.34972
57.80502	0.36919
57.91885	0.37273
58.02234	0.37531
58.14651	0.37804
58.25000	0.38062
58.35348	0.39092
58.44661	0.38319
58.53975	0.37788
58.66392	0.37595
58.77775	0.37096
58.90193	0.37000
59.01576	0.38030
59.11924	0.38159
59.23307	0.38126
59.36760	0.39945
59.46073	0.40138
59.55387	0.40331
59.65735	0.38915
59.74014	0.38384
59.83327	0.37418
59.91606	0.37917
59.99884	0.39977
60.08163	0.39205
60.15406	0.38770
60.21615	0.41024
60.26789	0.39832
60.32998	0.39334
60.39207	0.38754
60.46451	0.39140
60.52660	0.40299
60.60938	0.40171
60.68182	0.41152
60.76461	0.40702
60.84739	0.40090
60.93018	0.39060
61.02331	0.39430
61.10610	0.39752
61.17854	0.39334
61.27167	0.40074
61.34411	0.40734
61.42689	0.42939
61.48898	0.40669
61.56142	0.40525
61.62351	0.41265
61.69595	0.39977
61.76838	0.40138
61.84082	0.40444
61.91326	0.41442
61.99604	0.42762
62.06848	0.41120
62.14092	0.42311
62.21335	0.42971
62.28579	0.41667
62.35823	0.41426
